id	len	rounds	transition	density1	density2
ENST00000373855.5	102597	46	25000	0.45	0.8
ENST00000373624.6	255000	11	54279.2	0.226782	1.09393
ENST00000487099.6	254003	47	42376.6	0.111726	0.885372
ENST00000497580.5	80071	200	40009.1	0.0643729	1.33146
ENST00000427078.5	164119	47	26669.8	0.302267	0.798393
ENST00000361171.7	180193	200	45004.4	0.100033	0.833347
ENST00000371850.7	230417	43	38696.2	0.197107	1.10091
ENST00000481739.1	110440	200	55015.1	0.210208	1.29556
ENST00000380782.6	172314	56	70000	0.1	0.9825
ENST00000608176.5	255000	12	53703.9	0.200762	1.12755
ENST00000379942.4	92299	196	40000	0.342857	1.13
ENST00000438357.1	72451	120	40000	0.257143	0.516667
ENST00000492128.5	73581	45	57296.7	0.304059	0.657211
ENST00000286824.6	126854	31	71933.6	0.124453	0.818219
ENST00000324545.8	150945	144	65000	0.166667	1.22647
ENST00000442742.6	255000	10	75000	0.117857	1.25556
ENST00000378154.1	255000	26	75000	0.121429	1.24167
ENST00000382899.8	239422	90	95000	0.0944444	1.18571
ENST00000475233.1	147016	30	116605	0.160233	1.05185
ENST00000328306.4	153738	64	65000	0.0333333	1.35
ENST00000616978.4	159921	177	70000	0.0769231	1.37647
ENST00000376091.7	169818	68	46665.1	0.263999	0.912668
ENST00000342160.7	152074	39	23731.5	0.372912	0.992051
ENST00000636392.1	116658	84	35000	0.375	1.26562
ENST00000355520.5	255000	65	46979.2	0.140621	0.94989
ENST00000373542.8	135227	200	70000	0.423077	1.19231
ENST00000373545.7	135506	193	60000	0.345455	1.09667
ENST00000498407.5	123492	31	80000	0.253333	0.775
ENST00000498318.1	119764	45	83095.5	0.282318	0.876123
ENST00000339447.8	102998	200	50102	0.0335972	1.0819
ENST00000373275.4	138835	82	55000	0.205	1.68437
ENST00000463546.5	94962	49	35000	0.0583333	1.12727
ENST00000373177.2	181195	19	30000	0.19	0.725
ENST00000467744.2	186125	53	60000	0.168182	0.902
ENST00000373131.5	255000	7	30000	0.01	0.992222
ENST00000373125.8	255000	18	28125.6	0.0214817	0.980733
ENST00000373054.5	255000	78	67593.2	0.362822	1.22749
ENST00000477085.1	171856	99	21546.1	0.252951	0.86434
ENST00000470339.1	129094	126	40000	0.192857	1.00588
ENST00000372073.5	174694	31	30000	0.39	0.982143
ENST00000317135.12	123457	49	55000	0.1	1.30385
ENST00000371882.5	218986	54	95000	0.313889	1.27708
ENST00000254029.7	103853	200	49531.2	0.17842	1.09087
ENST00000276204.10	190266	22	50000	0.294444	1.27857
ENST00000276202.8	190239	44	50000	0.294444	1.275
ENST00000435215.5	83231	41	65000	0.108333	0.283333
ENST00000492263.1	223547	38	28178.7	0.243069	0.957224
ENST00000427391.1	127994	65	40000	0.242857	0.95
ENST00000441399.2	214356	88	37172.8	0.19288	1.08805
ENST00000370828.3	115388	59	85000	0.2125	1.23333
ENST00000370557.5	206725	40	50000	0.366667	1.13548
ENST00000449111.5	255000	3	10000	0.3	0.794898
ENST00000490530.1	77233	17	35000	0.075	1.125
ENST00000491877.1	83710	73	62019.4	0.253542	0.711501
ENST00000437787.6	132478	196	58597.6	0.246075	1.10026
